Time,Roll,Pitch,Yaw,X-Position,Y-Position,Z-Position
0,0.012050018971560147,0.003133218662208621,3.1339746639641386,0.24645492228094934,-0.3348748749594932,-1.1587675405094715
0.0003631114959716797,0.012052894383281219,0.0031486086501045954,3.133947509916192,0.2465766056122671,-0.3349916373558643,-1.1586053845424946
0.0010039806365966797,0.012017809302884068,0.0031585960134586015,3.1340148210411085,0.24646762207283363,-0.3348821919216225,-1.1587881496144508
0.0011670589447021484,0.011925530545022238,0.0031564994393776633,3.1340337421399567,0.24656544043834233,-0.33494540101808495,-1.1587235877792024
0.0013239383697509766,0.01186035011009879,0.0031752818342438067,3.1340921244876134,0.24640697910958753,-0.3349043803953385,-1.1585473491740665
0.0015149116516113281,0.011791071041190338,0.0032454878551812765,3.1341169228586754,0.24650347594114272,-0.33479682491348967,-1.1586757569341124
0.0016720294952392578,0.011759801772135231,0.003304202793908741,3.134146924369827,0.2463753517931161,-0.3345980363061843,-1.158815656120015
0.001825094223022461,0.011682000673652475,0.003272807861557684,3.1341236709134557,0.24650709309565882,-0.33488162553772355,-1.1584600236725404
0.0019791126251220703,0.011655185619005548,0.0032529577244117345,3.1341829418603955,0.24652310917637002,-0.33442514334260404,-1.159012870044955
0.02631211280822754,0.01156005065802284,0.0032759096189748874,3.134231686535345,0.24637878860771706,-0.33439235600909906,-1.159001997467299
0.02647709846496582,0.011511569605389708,0.0033124932971110633,3.134228607089069,0.24661944891675877,-0.33446298603098323,-1.1589203977323308
0.026633024215698242,0.011362906452771769,0.0033798343554376567,3.1342077476507293,0.24637944855135344,-0.33444765161067397,-1.1589396607690658
0.027131080627441406,0.01124981656743705,0.0034629045718538795,3.1342721955357757,0.24659650991556406,-0.3344191154390568,-1.1588347808180706
0.027287960052490234,0.011198488078385728,0.003465158114443539,3.1342412695201274,0.24633835605510748,-0.33434868938177403,-1.1589530571989817
0.027441978454589844,0.011123121304839612,0.0035150783670666896,3.134242990269204,0.24611186647615868,-0.3343539219647309,-1.1589773837440667
0.02759695053100586,0.011040450515715242,0.0035551891613836736,3.1342942277062638,0.24625468429029104,-0.3341492795288314,-1.159067836553158
0.027750015258789062,0.010949443839006812,0.0036041224088443615,3.1343704516319932,0.24620187701277552,-0.33420781992037746,-1.1588721243149651
0.06955289840698242,0.010901492777656892,0.0036693904982441853,3.134435415867165,0.24648063442144078,-0.3340690659199058,-1.1589813649783989
